"obs","year","month","day","date","latitude","longitude","zon.winds","mer.winds","humidity","air temp.","s.s.temp."
2105,88,1,1,880101,-0.05,-109.86,"-5.3","2.6",".","24.6","24.46"
2106,88,1,2,880102,-0.05,-109.86,"-6.2","2.2",".","24.41","24.23"
2107,88,1,3,880103,-0.05,-109.85,"-4.1","2.7",".","24.5","24.27"
2108,88,1,4,880104,-0.05,-109.85,"-4","4.6",".","24.66","24.34"
2109,88,1,5,880105,-0.06,-109.85,"-4.3","3.8",".","24.61","24.4"
2110,88,1,6,880106,-0.05,-109.85,"-4.3","3.7",".","24.4","24.32"
2111,88,1,7,880107,-0.06,-109.85,"-5.8","3.5",".","24.12","24.03"
2112,88,1,8,880108,-0.06,-109.85,"-5.8","3.1",".","23.61","23.54"
2113,88,1,9,880109,-0.06,-109.85,"-4","1.2",".","23.19","23.32"
2114,88,1,10,880110,-0.06,-109.85,"-3.1","2.9",".","23.31","23.43"
2115,88,1,11,880111,-0.06,-109.85,"-2.5","3.2",".","23.57","23.57"
2116,88,1,12,880112,-0.06,-109.86,"-3.1","2.8",".","23.69","23.65"
2117,88,1,13,880113,-0.06,-109.86,"-3.8","2.2",".","23.71","23.66"
2118,88,1,14,880114,-0.06,-109.85,"-2.2","3.7",".","23.83","23.84"
2119,88,1,15,880115,-0.05,-109.86,"-2.4","4.5",".","23.74","23.73"
2120,88,1,16,880116,-0.05,-109.86,"-1.8","3.4",".","24","23.94"
2121,88,1,17,880117,-0.05,-109.87,"-3.6","3.2",".","24.36","24.34"
2122,88,1,18,880118,-0.05,-109.87,"-2.7","4.1",".","23.99","24.26"
2123,88,1,19,880119,-0.05,-109.87,"-1.5","3.7",".","24.23","24.56"
2124,88,1,20,880120,-0.06,-109.86,"-3.5","3.2",".","23.53","23.63"
2125,88,1,21,880121,-0.06,-109.87,"-4.9","3.1",".","23.34","23.16"
2126,88,1,22,880122,-0.06,-109.87,"-3.6","2.5",".","23.02","23.02"
2127,88,1,23,880123,-0.06,-109.87,"-4.9","1.6",".","23.62","23.7"
2128,88,1,24,880124,-0.06,-109.87,"-5.3","2.9",".","24.08","24.28"
2129,88,1,25,880125,-0.06,-109.87,"-6","2.7",".","23.98","23.96"
2130,88,1,26,880126,-0.06,-109.86,"-5.3","2.1",".","23.91","23.79"
2131,88,1,27,880127,-0.06,-109.86,"-4.6","-0.1",".","23.67","23.5"
2132,88,1,28,880128,-0.05,-109.85,"-4.1","1.6",".","23.51","23.21"
2133,88,1,29,880129,-0.05,-109.85,"-3.8","1",".","23.46","23.27"
2134,88,1,30,880130,-0.05,-109.85,"-3.5","1.3",".","23.47","23.13"
2135,88,1,31,880131,-0.05,-109.85,"-2.4","0.2",".","23.46","23.25"
2136,88,2,1,880201,-0.05,-109.85,"-2.8","2",".","23.68","23.52"
2137,88,2,2,880202,-0.05,-109.85,"-2.6","0.6",".","23.81","23.71"
2138,88,2,3,880203,-0.05,-109.85,"-3.5","0.1",".","23.68","23.67"
2139,88,2,4,880204,-0.05,-109.85,"-2.6","-0.5",".","23.75","23.72"
2140,88,2,5,880205,-0.05,-109.85,"-1.5","1.7",".","23.92","23.95"
2141,88,2,6,880206,-0.05,-109.85,"-1","2.2",".","24.29","24.15"
2142,88,2,7,880207,-0.05,-109.85,"-2.7","2",".","24.44","24.2"
2143,88,2,8,880208,-0.05,-109.85,"-2.5","2",".","24.42","24.28"
2144,88,2,9,880209,-0.05,-109.85,"-1.1","-0.1",".","24.71","24.85"
2145,88,2,10,880210,-0.05,-109.85,"-1.5","-1.1",".","24.55","24.46"
2146,88,2,11,880211,-0.04,-109.85,"-2.2","0.5",".","24.79","24.78"
2147,88,2,12,880212,-0.04,-109.85,"-3.3","0.9",".","25.1","24.98"
2148,88,2,13,880213,-0.05,-109.85,"-5.7","-0.1",".","24.81","24.68"
2149,88,2,14,880214,-0.05,-109.86,"-4.6","1.2",".","24.79","24.68"
2150,88,2,15,880215,-0.05,-109.86,"-3.8","1.7",".","24.8","24.9"
2151,88,2,16,880216,-0.05,-109.86,"-5.4","0.7",".","24.7","24.94"
2152,88,2,17,880217,-0.05,-109.86,"-4.2","2.4",".","24.75","24.95"
2153,88,2,18,880218,-0.05,-109.86,"-3.8","2.8",".","24.8","24.81"
2154,88,2,19,880219,-0.06,-109.86,"-3.1","1.3",".","24.72","24.96"
2155,88,2,20,880220,-0.06,-109.86,"-0.7","-1.2",".","25.22","25.57"
2156,88,2,21,880221,-0.07,-109.86,"-0.5","1.3",".","25.47","25.85"
2157,88,2,22,880222,-0.07,-109.86,"-1","1.9",".","25.1","25.28"
2158,88,2,23,880223,-0.07,-109.86,"-0.7","0.2",".","25.49","25.58"
2159,88,2,24,880224,-0.07,-109.86,"-0.3","1.7",".","25.84","25.86"
2160,88,2,25,880225,-0.07,-109.86,"1.9","0.8",".","25.48","25.93"
2161,88,2,26,880226,-0.05,-109.85,"1","1.4",".","25.02","25.94"
2162,88,2,27,880227,-0.05,-109.85,"-2.4","1.3",".","25.37","26.1"
2163,88,2,28,880228,-0.07,-109.85,"-1.9","2.9",".","25.93","26.43"
2164,88,2,29,880229,-0.06,-109.86,"-3.3","2.6",".","26.34","26.51"
2165,88,3,1,880301,-0.05,-109.87,"-3.8","3.9",".","26.7","27.17"
2166,88,3,2,880302,-0.05,-109.86,"-2.5","4.5",".","26.57","27.21"
2167,88,3,3,880303,-0.06,-109.86,"-1.1","2.1",".","26.48","27.18"
2168,88,3,4,880304,-0.05,-109.85,"0.5","-0.9",".","27.06","27.8"
2169,88,3,5,880305,-0.06,-109.85,"0.5","-1.8",".","27.22","27.79"
2170,88,3,6,880306,-0.06,-109.85,"-1.2","1.6",".","24.37","27.3"
2171,88,3,7,880307,-0.06,-109.85,"-1.7","2.9",".","26.02","26.71"
2172,88,3,8,880308,-0.06,-109.85,"-2.5","0.2",".","25.82","26.56"
2173,88,3,9,880309,-0.06,-109.86,"-5","0.3",".","25.66","26.33"
2174,88,3,10,880310,-0.05,-109.86,"-4.7","1.6",".","25.41","26.26"
2175,88,3,11,880311,-0.05,-109.86,"-4.5","-0.8",".","25.11","25.93"
2176,88,3,12,880312,-0.05,-109.86,"-4.5","0.6",".","25.03","25.47"
2177,88,3,13,880313,-0.05,-109.86,"-2.4","0.8",".","25.24","25.85"
2178,88,3,14,880314,-0.05,-109.86,"0","1.4",".","25.91","26.64"
