"obs","year","month","day","date","latitude","longitude","zon.winds","mer.winds","humidity","air temp.","s.s.temp."
1,80,3,7,800307,-0.02,-109.46,"-6.8","0.7",".","26.14","26.24"
2,80,3,8,800308,-0.02,-109.46,"-4.9","1.1",".","25.66","25.97"
3,80,3,9,800309,-0.02,-109.46,"-4.5","2.2",".","25.69","25.28"
4,80,3,10,800310,-0.02,-109.46,"-3.8","1.9",".","25.57","24.31"
5,80,3,11,800311,-0.02,-109.46,"-4.2","1.5",".","25.3","23.19"
6,80,3,12,800312,-0.02,-109.46,"-4.4","0.3",".","24.72","23.64"
7,80,3,13,800313,-0.02,-109.46,"-3.2","0.1",".","24.66","24.34"
8,80,3,14,800314,-0.02,-109.46,"-3.1","0.6",".","25.17","24.14"
9,80,3,15,800315,-0.02,-109.46,"-3","1",".","25.59","24.24"
10,80,3,16,800316,-0.02,-109.46,"-1.2","1",".","26.71","25.94"
11,80,3,17,800317,-0.02,-109.46,"-0.1","0.7",".","27.28","26.65"
12,80,3,18,800318,-0.02,-109.46,"-1.2","2.3",".","26.86","27.13"
13,80,3,19,800319,-0.02,-109.46,"-4.1","-0.3",".","26.38","26.35"
14,80,3,20,800320,-0.02,-109.46,"-4.8","-0.8",".","26.19","25.87"
15,80,3,21,800321,-0.02,-109.46,"-5.2","2",".","26.08","25.38"
16,80,3,22,800322,-0.02,-109.46,"-2.7","2.7",".","26.24","."
17,80,3,23,800323,-0.02,-109.46,"-4.4","1.1",".","26.05","."
18,80,3,24,800324,-0.02,-109.46,"-4.3","0.7",".","25.67","."
19,80,3,25,800325,-0.02,-109.46,"-3.8","0.5",".","25.39","."
20,80,3,26,800326,-0.02,-109.46,"-3","0.2",".","25.17","."
21,80,3,27,800327,-0.02,-109.46,"-3.2","-0.2",".","25.25","."
22,80,3,28,800328,-0.02,-109.46,"-1.9","0.7",".","25.35","."
23,80,3,29,800329,-0.02,-109.46,"-0.8","0.3",".","26.13","."
24,80,8,11,800811,0,-109.56,"-3.3","1.5",".","21.48","21.81"
25,80,8,12,800812,0,-109.56,"-3.5","0.8",".","21.27","21.58"
26,80,8,13,800813,0,-109.56,"-4.9","1.9",".","21.11","21.32"
27,80,8,14,800814,0,-109.56,"-1.2","2.1",".","20.95","21.19"
28,80,8,15,800815,0,-109.56,"-1.2","2.7",".","21.76","21.47"
29,80,8,16,800816,0,-109.56,"-1.9","2.7",".","22.11","21.89"
30,80,8,17,800817,0,-109.56,"-4.2","0.7",".","21.69","21.85"
31,80,8,18,800818,0,-109.56,"-4.3","0.6",".","21.58","21.74"
32,80,8,19,800819,0,-109.56,"-5.1","1.4",".","21.45","21.7"
33,80,8,20,800820,0,-109.56,"-3.5","2.1",".","21.48","21.75"
34,80,8,21,800821,0,-109.56,"-4.9","2",".","21.61","21.7"
35,80,8,22,800822,0,-109.56,"-4.3","2.5",".","21.88","22.07"
36,80,8,23,800823,0,-109.56,"-7.2","3.7",".","22.07","22.32"
37,80,8,24,800824,0,-109.56,"-6.8","2.8",".","21.69","21.91"
38,80,8,25,800825,0,-109.56,"-5.1","3.3",".","21.83","21.96"
39,80,8,26,800826,0,-109.56,"-4.5","3.8",".","22.04","22.25"
40,80,8,27,800827,0,-109.56,"-3.8","3.7",".","22.36","22.61"
41,80,8,28,800828,0,-109.56,"-3.9","3.3",".","22.51","22.69"
42,80,8,29,800829,0,-109.56,"-5","2.4",".","22.45","23.08"
43,80,8,30,800830,0,-109.56,"-5.9","3.7",".","23","24.55"
44,80,8,31,800831,0,-109.56,"-6.2","5.1",".","23.12","24.79"
45,80,9,1,800901,0,-109.56,"-6.2","3.8",".","22.67","24.04"
46,80,9,2,800902,0,-109.56,"-5.4","2.7",".","22.08","23"
47,80,9,3,800903,0,-109.56,"-4.2","3",".","21.76","22.16"
48,80,9,4,800904,0,-109.56,"-3.7","1.7",".","21.9","21.85"
49,80,9,5,800905,0,-109.56,"-4.5","3",".","21.72","21.61"
50,80,9,6,800906,0,-109.56,"-4.1","2.4",".","21.84","21.52"
51,80,9,7,800907,0,-109.56,"-4.5","3",".","21.76","21.69"
52,80,9,8,800908,0,-109.56,"-4.1","3.5",".","21.95","21.8"
53,80,9,9,800909,0,-109.56,"-4.7","3.8",".","22.03","21.88"
54,80,9,10,800910,0,-109.56,"-4.4","2.6",".","22.03","22.09"
55,80,9,11,800911,0,-109.56,"-2.7","3.6",".","21.97","22.11"
56,80,9,12,800912,0,-109.56,"-3.6","4.2",".","21.97","22"
57,80,9,13,800913,0,-109.56,"-4.4","3.7",".","21.75","21.88"
58,80,9,14,800914,0,-109.56,"-3.3","2.5",".","21.89","21.93"
59,80,9,15,800915,0,-109.56,"-2.8","3.2",".","22","22.24"
60,80,9,16,800916,0,-109.56,"-1.4","3.8",".","22.33","22.59"
61,80,9,17,800917,0,-109.56,"-2.8","5.3",".","22.72","23.32"
62,80,9,18,800918,0,-109.56,"-4.7","5.2",".","22.93","23.13"
63,80,9,19,800919,0,-109.56,"-4","4.4",".","22.47","23.36"
64,80,9,20,800920,0,-109.56,"-6","4.2",".","22.92","23.69"
