"obs","year","month","day","date","latitude","longitude","zon.winds","mer.winds","humidity","air temp.","s.s.temp."
167,81,1,1,810101,0,-109.56,"-6.3","3.5",".","22.63","22.58"
168,81,1,2,810102,0,-109.56,"-7.9","2.7",".","22.55","22.47"
169,81,1,3,810103,0,-109.56,"-6.1","2.9",".","22.35","22.39"
170,81,1,4,810104,0,-109.56,"-3.2","2.4",".","22.62","22.52"
171,81,1,5,810105,0,-109.56,"-2.2","2.4",".","22.77","22.69"
172,81,1,6,810106,0,-109.56,"-2.3","2.5",".","22.87","22.6"
173,81,1,7,810107,0,-109.56,"-2.3","3.1",".","22.63","22.42"
174,81,1,8,810108,0,-109.56,"-4","3",".","22.38","22.27"
175,81,1,9,810109,0,-109.56,"-2.3","3",".","22.57","22.39"
176,81,1,10,810110,0,-109.56,"-2.5","3.2",".","22.8","22.56"
177,81,1,11,810111,0,-109.56,"-3","2.2",".","22.75","22.47"
178,81,1,12,810112,0,-109.56,"-3.2","3.5",".","22.68","22.44"
179,81,1,13,810113,0,-109.56,"-2.3","3.5",".","22.7","22.41"
180,81,1,14,810114,0,-109.56,"-2.9","4.5",".","22.53","22.28"
181,81,1,15,810115,0,-109.56,"-1.3","2.6",".","22.79","22.58"
182,81,1,16,810116,0,-109.56,"-2","2.3",".","23.04","23"
183,81,1,17,810117,0,-109.56,"-2.3","2.7",".","22.96","22.92"
184,81,1,18,810118,0,-109.56,"-2.1","1.2",".","23.05","22.92"
185,81,1,19,810119,0,-109.56,"-3.7","2.1",".","23.07","22.88"
186,81,1,20,810120,0,-109.56,"-2.8","3.3",".","22.92","22.81"
187,81,1,21,810121,0,-109.56,"-4.6","1.3",".","22.86","22.83"
188,81,1,22,810122,0,-109.56,"-5.2","1.9",".","22.81","22.95"
189,81,1,23,810123,0,-109.56,"-4.4","2.1",".","22.8","23.05"
190,81,1,24,810124,0,-109.56,"-3.9","3",".","22.74","23.12"
191,81,1,25,810125,0,-109.56,"-4.3","3.7",".","22.75","23.02"
192,81,1,26,810126,0,-109.56,"-3.2","2.8",".","22.58","22.57"
193,81,1,27,810127,0,-109.56,"-1.7","1.4",".","22.92","22.96"
194,81,1,28,810128,0,-109.56,"-1.2","2.3",".","23.09","23.13"
195,81,1,29,810129,0,-109.56,"-1.9","3",".","23.25","23.12"
196,81,1,30,810130,0,-109.56,"-3.4","3.2",".","23.17","22.97"
197,81,1,31,810131,0,-109.56,"-2.3","2.5",".","23.23","23.15"
198,81,2,1,810201,0,-109.56,"-2.7","2.8",".","23.29","23.07"
199,81,2,2,810202,0,-109.56,"-4.2","2",".","23.24","23.09"
200,81,2,3,810203,0,-109.56,"-3.9","2.8",".","23.19","23.11"
201,81,2,4,810204,0,-109.56,"-3.2","2.8",".","23.2","23.12"
202,81,2,5,810205,0,-109.56,"-1.3","1.6",".","22.92","23.2"
203,81,2,6,810206,0,-109.56,"-1.1","2.6",".","23.52","24.19"
204,81,2,7,810207,0.01,-109.56,"-2.3","4.4",".","24.42","25.33"
205,81,2,8,810208,0.01,-109.56,"-4.6","4.2",".","24.71","25.73"
206,81,2,9,810209,0.01,-109.56,"-5.9","2.7",".","24.97","25.81"
207,81,2,10,810210,0.01,-109.56,"-5.5","2.4",".","24.81","25.69"
208,81,2,11,810211,0.01,-109.56,"-3.3","3.2",".","24.53","25.59"
