"obs","year","month","day","date","latitude","longitude","zon.winds","mer.winds","humidity","air temp.","s.s.temp."
1412,86,1,1,860101,-0.02,-110.01,"-5.4","2.3",".",".","22.36"
1413,86,1,2,860102,-0.01,-110.01,"-5.3","2.7",".",".","22.35"
1414,86,1,3,860103,-0.01,-110.02,"-4.2","4.6",".",".","22.52"
1415,86,1,4,860104,-0.01,-110.01,"-4.7","3.6",".",".","22.58"
1416,86,1,5,860105,-0.01,-110.02,"-5.6","2.5",".",".","22.6"
1417,86,1,6,860106,-0.01,-110.02,"-5.5","2",".",".","22.65"
1418,86,1,7,860107,-0.01,-110.02,"-4.3","3.5",".",".","22.59"
1419,86,1,8,860108,-0.01,-110.02,"-4.8","3.4",".",".","22.55"
1420,86,1,9,860109,0,-110.02,"-5.2","2.6",".",".","22.48"
1421,86,1,10,860110,-0.01,-110.03,"-5.3","2.2",".",".","22.45"
1422,86,1,11,860111,0,-110.01,"-3.6","2.9",".",".","22.54"
1423,86,1,12,860112,-0.01,-110.03,"-2.1","2",".",".","22.62"
1424,86,1,13,860113,-0.01,-110.01,"-2.3","2.9",".",".","22.85"
1425,86,1,14,860114,-0.01,-110.01,"-3.3","3.4",".",".","23.1"
1426,86,1,15,860115,-0.01,-110.01,"-2.9","3.3",".",".","23.22"
1427,86,1,16,860116,-0.01,-110.01,"-3.3","3.3",".",".","23.3"
1428,86,1,17,860117,-0.01,-110.01,"-4.2","2.2",".",".","23.34"
1429,86,1,18,860118,-0.02,-110.01,"-2.7","1.7",".",".","23.46"
1430,86,1,19,860119,-0.01,-110.02,"-3.6","2.7",".",".","23.73"
1431,86,1,20,860120,-0.01,-110.01,"-3.1","3.2",".",".","23.95"
1432,86,1,21,860121,-0.01,-110.02,"-3.3","3.8",".",".","23.84"
1433,86,1,22,860122,-0.01,-110.03,"-4.4","2.5",".",".","23.67"
1434,86,1,23,860123,-0.01,-110.01,"-3.2","2.6",".",".","23.75"
1435,86,1,24,860124,-0.01,-110.01,"-4.8","2.7",".",".","23.57"
1436,86,1,25,860125,-0.01,-110.01,"-4.8","2.8",".",".","23.34"
1437,86,1,26,860126,-0.01,-110.02,"-3.1","2.6",".",".","23.3"
1438,86,1,27,860127,-0.01,-110.02,"-3","2.8",".",".","23.19"
1439,86,1,28,860128,0,-110.02,"-3.9","2.4",".",".","23.03"
1440,86,1,29,860129,-0.01,-110.02,"-2.4","1.8",".",".","23.12"
1441,86,1,30,860130,0,-110.02,"-2.4","2.3",".",".","23.51"
1442,86,1,31,860131,0,-110.01,"-3.3","1.4",".",".","23.57"
1443,86,2,1,860201,0,-110.02,"-3.4","0.9",".",".","23.91"
1444,86,2,2,860202,-0.01,-110.01,"-3.4","-0.3",".",".","24.34"
1445,86,2,3,860203,-0.01,-110.01,"-3.2","-0.6",".",".","24.7"
1446,86,2,4,860204,-0.01,-110.01,"-3","1",".",".","24.7"
1447,86,2,5,860205,-0.02,-110.02,"-2.5","-0.5",".",".","24.62"
1448,86,2,6,860206,-0.01,-110.03,"-3.9","-0.1",".",".","25.06"
1449,86,2,7,860207,-0.02,-110.02,"-3.8","0",".",".","25.34"
1450,86,2,8,860208,-0.02,-110.03,"-3.8","1.1",".",".","25.67"
1451,86,2,9,860209,-0.02,-110.02,"-4.1","2.6",".",".","25.71"
1452,86,2,10,860210,-0.02,-110.02,"-3.4","1.4",".",".","25.49"
1453,86,2,11,860211,-0.02,-110.02,"-4.2","0.3",".",".","25.95"
1454,86,2,12,860212,-0.01,-110.03,"-4.7","0.7",".",".","26.04"
1455,86,2,13,860213,-0.01,-110.02,"-6","1.9",".",".","25.86"
1456,86,2,14,860214,0,-110.02,"-5.6","0.7",".",".","24.91"
1457,86,2,15,860215,0,-110.03,"-4.2","1.3",".",".","24.52"
1458,86,2,16,860216,0,-110.02,"-4","0.4",".",".","24.5"
1459,86,2,17,860217,0,-110.02,"-2","1.5",".",".","24.74"
1460,86,2,18,860218,0,-110.02,"-2","1.6",".",".","25.27"
1461,86,2,19,860219,0,-110.02,"-1","0.1",".",".","25.87"
1462,86,2,20,860220,0,-110.02,"-1.6","-0.3",".",".","25.97"
1463,86,2,21,860221,-0.01,-110.03,"-1.8","0.7",".",".","26.26"
1464,86,2,22,860222,-0.01,-110.01,"-1.8","1",".",".","26.07"
1465,86,2,23,860223,-0.01,-110.03,"-0.7","-0.8",".",".","26.48"
1466,86,2,24,860224,-0.02,-110.02,"0.2","-0.4",".",".","26.55"
1467,86,2,25,860225,-0.01,-110.03,"-0.4","1.5",".",".","26.37"
1468,86,2,26,860226,-0.02,-110.01,"-0.8","1.3",".",".","26.15"
1469,86,2,27,860227,-0.02,-110.02,"-0.3","2.8",".",".","27.4"
1470,86,2,28,860228,-0.02,-110.02,"-0.1","1.4",".",".","27.31"
1471,86,3,1,860301,-0.01,-110.03,"-1.1","1.9",".",".","26.94"
1472,86,3,2,860302,-0.01,-110.03,"-0.2","1.2",".",".","27.37"
1473,86,3,3,860303,-0.01,-110.03,"-1.3","1.5",".",".","27.41"
1474,86,3,4,860304,-0.01,-110.03,"-2.9","0.6",".",".","27.35"
1475,86,3,5,860305,-0.01,-110.03,"-3.8","-1.2",".",".","26.76"
1476,86,3,6,860306,-0.01,-110.03,"-4.1","-0.3",".",".","26.36"
1477,86,3,7,860307,-0.01,-110.03,"-2","1.3",".",".","25.69"
1478,86,3,8,860308,-0.01,-110.03,"-0.7","-0.4",".",".","25.92"
1479,86,3,9,860309,-0.01,-110.03,"-1","-0.3",".",".","26"
1480,86,3,10,860310,-0.01,-110.03,"0.3","1.1",".",".","25.4"
1481,86,3,11,860311,-0.01,-110.03,"0.5","1.2",".",".","25.77"
1482,86,3,12,860312,-0.01,-110.03,"0.9","0.5",".",".","25.98"
1483,86,3,13,860313,-0.01,-110.03,"-0.7","0.3",".",".","26.13"
1484,86,3,14,860314,-0.01,-110.03,"0.1","-0.9",".",".","26.46"
1485,86,3,15,860315,-0.01,-110.03,"-0.2","-0.1",".",".","26.98"
1486,86,3,16,860316,-0.01,-110.03,"-4.3","0.1",".",".","27.08"
1487,86,3,17,860317,-0.01,-110.03,"-4.4","1.7",".",".","26.4"
1488,86,3,18,860318,-0.01,-110.03,"-1.1","0.4",".",".","25.81"
1489,86,3,19,860319,-0.01,-110.03,"-0.8","-0.3",".",".","26.29"
1490,86,3,20,860320,-0.01,-110.03,"-2.1","-2",".",".","25.61"
1491,86,3,21,860321,-0.01,-110.03,"-2.4","-1.6",".",".","25.16"
1492,86,3,22,860322,-0.01,-110.03,"-3.2","0.7",".",".","25.03"
1493,86,3,23,860323,-0.01,-110.03,"-3.2","1.2",".",".","24.38"
1494,86,3,24,860324,-0.01,-110.03,"-1.9","0.9",".",".","24.65"
1495,86,3,25,860325,-0.01,-110.03,"-2.9","0.6",".",".","24.86"
1496,86,3,26,860326,-0.01,-110.03,"-3.5","1.1",".",".","24.82"
1497,86,3,27,860327,-0.01,-110.03,"-4.6","0.4",".",".","24.53"
1498,86,3,28,860328,-0.01,-110.03,"-4","-0.8",".",".","24.28"
1499,86,3,29,860329,-0.01,-110.03,"-2.5","-0.4",".",".","24.59"
1500,86,3,30,860330,-0.01,-110.03,"-3.4","-0.9",".",".","24.77"
1501,86,3,31,860331,-0.01,-110.03,"-3.2","0.4",".",".","24.64"
