"obs","year","month","day","date","latitude","longitude","zon.winds","mer.winds","humidity","air temp.","s.s.temp."
532,82,1,1,820101,0.03,-109.49,"-2.2","3.9",".","23.7","."
533,82,1,2,820102,0.03,-109.49,"-0.9","3.9",".","23.51","."
534,82,1,3,820103,0.03,-109.49,"-0.3","3.1",".","23.55","."
535,82,1,4,820104,0.03,-109.49,"-1.9","3.2",".","23.44","."
536,82,1,5,820105,0.03,-109.49,"-3.2","1.8",".","23.43","."
537,82,1,6,820106,0.03,-109.49,"-2.5","1.7",".","23.4","."
538,82,1,7,820107,0.03,-109.49,"-1.9","3.1",".","23.59","."
539,82,1,8,820108,0.03,-109.49,"-2.2","2.8",".","23.43","."
540,82,1,9,820109,0.03,-109.49,"-2.4","3.6",".","23.43","."
541,82,1,10,820110,0.03,-109.49,"-2.1","2.1",".","23.41","."
542,82,1,11,820111,0.03,-109.49,"-2","2",".","23.86","."
543,82,1,12,820112,0.03,-109.49,"-4.8","3",".","23.86","."
544,82,1,13,820113,0.03,-109.49,"-3.3","3.2",".","23.99","."
545,82,1,14,820114,0.03,-109.49,"-3.5","4.2",".","23.88","."
546,82,1,15,820115,0.03,-109.49,"-3.7","3.7",".","23.89","."
547,82,1,16,820116,0.03,-109.49,"-4.7","2.6",".","23.67","."
548,82,1,17,820117,0.03,-109.49,"-4.9","3.5",".","23.54","."
549,82,1,18,820118,0.03,-109.49,"-3","2.9",".","23.34","."
550,82,1,19,820119,0.03,-109.49,"-2.8","2.8",".","23.7","."
551,82,1,20,820120,0.03,-109.49,"-2.9","3",".","23.6","."
552,82,1,21,820121,0.03,-109.49,"-3","3.3",".","23.65","."
553,82,1,22,820122,0.03,-109.49,"-2","3.4",".","23.76","."
554,82,1,23,820123,0.03,-109.49,"-2.5","2.9",".","23.76","."
555,82,1,24,820124,0.03,-109.49,"-2.5","1.9",".","23.69","."
556,82,1,25,820125,0.03,-109.49,"-1.8","2.8",".","23.75","."
557,82,1,26,820126,0.03,-109.49,"-2.2","3.1",".","24.1","."
558,82,1,27,820127,0.03,-109.49,"-4.3","2.9",".","24.01","."
559,82,1,28,820128,0.03,-109.49,"-1.9","1.3",".","23.96","."
560,82,1,29,820129,0.03,-109.49,"-3.2","2.8",".","24.02","."
561,82,1,30,820130,0.03,-109.49,"-3","2.9",".","24.07","."
562,82,1,31,820131,0.03,-109.49,"-3.4","3.3",".","24.1","."
563,82,2,1,820201,0.03,-109.49,"-3.6","4",".","24.28","."
564,82,2,2,820202,0.03,-109.49,"-3.5","2.6",".","24.14","."
565,82,2,3,820203,0.03,-109.49,"-3","1.4",".","24.18","."
566,82,2,4,820204,0.03,-109.49,"-3.5","2.7",".","24.37","."
567,82,2,5,820205,0.03,-109.49,"-4.3","2.5",".","24.53","."
568,82,2,6,820206,0.03,-109.49,"-4.3","2.3",".","24.64","."
569,82,2,7,820207,0.03,-109.49,"-4.7","3",".","25.17","."
570,82,2,8,820208,0.03,-109.49,"-5.1","3.3",".","25.54","."
571,82,2,9,820209,0.03,-109.49,"-4.2","3.4",".","25.47","."
572,82,2,10,820210,0.03,-109.49,"-4.3","3.3",".","25.03","."
573,82,2,11,820211,0.03,-109.49,"-3.3","2.3",".","24.71","."
574,82,2,12,820212,0.03,-109.49,"-0.5","0.9",".","25.13","."
575,82,2,13,820213,0.03,-109.49,"0.9","3.6",".","25.06","."
576,82,2,14,820214,0.03,-109.49,"1.1","3.7",".","24.62","."
