"obs","year","month","day","date","latitude","longitude","zon.winds","mer.winds","humidity","air temp.","s.s.temp."
843,84,1,1,840101,0,-109.21,"-2.5","1.2",".","22.91","23.63"
844,84,1,2,840102,0,-109.21,"-1.1","2.7",".","22.28","22.88"
845,84,1,3,840103,0,-109.21,"-1.4","0.6",".","22.55","22.46"
846,84,1,4,840104,0,-109.21,"-2.8","1.1",".","22.4","22.44"
847,84,1,5,840105,0,-109.21,"-3.9","0.3",".","22.43","22.71"
848,84,1,6,840106,0,-109.21,"-2.3","1.2",".","21.24","21.23"
849,84,1,7,840107,0,-109.21,"-1.1","2.2",".","21.12","20.83"
850,84,1,8,840108,0,-109.21,"-1.6","1.8",".","20.99","20.59"
851,84,1,9,840109,0,-109.21,"-0.5","2.2",".","21.32","20.52"
852,84,1,10,840110,0,-109.21,"-0.5","2.3",".","20.99","20.65"
853,84,1,11,840111,0,-109.21,"-1.3","0.7",".","20.89","20.68"
854,84,1,12,840112,0,-109.21,"-2","0.4",".","21.55","21.36"
855,84,1,13,840113,0,-109.21,"-2","0.8",".","21.7","21.36"
856,84,1,14,840114,0,-109.21,"-3","0.4",".","22.15","21.9"
857,84,1,15,840115,0,-109.21,"-2.1","3.2",".","23.15","22.82"
858,84,1,16,840116,0,-109.21,"-2.7","1.9",".","22.73","22.54"
859,84,1,17,840117,0,-109.21,"-3.1","1.4",".","22.37","22.17"
860,84,1,18,840118,0,-109.21,"-3.9","1",".","21.92","21.72"
861,84,1,19,840119,0,-109.21,"-2.6","0.7",".","21.53","21.36"
862,84,1,20,840120,0,-109.21,"-1.9","0.8",".","21.99","22.14"
863,84,1,21,840121,0,-109.21,"-1.9","2.5",".","22.39","22.4"
864,84,1,22,840122,0,-109.21,"-1.7","2.4",".","22.56","22.54"
865,84,1,23,840123,0,-109.21,"-2.1","1.5",".","22.38","22.25"
866,84,1,24,840124,0,-109.21,"-0.9","0.9",".","22","21.64"
867,84,1,25,840125,0,-109.21,"-0.9","1.4",".","21.96","21.72"
868,84,1,26,840126,0,-109.21,"-1.1","1.4",".","21.97","21.68"
869,84,1,27,840127,0,-109.21,"-1","1.1",".","22.35","22.22"
870,84,1,28,840128,0,-109.21,"-1.5","1.5",".","22.76","22.5"
