"obs","year","month","day","date","latitude","longitude","zon.winds","mer.winds","humidity","air temp.","s.s.temp."
3932,93,1,1,930101,0.02,-109.96,".",".",".",".","23.82"
3933,93,1,2,930102,0.02,-109.96,".",".",".",".","23.66"
3934,93,1,3,930103,0.02,-109.96,".",".",".",".","23.49"
3935,93,1,4,930104,0.02,-109.96,".",".",".",".","23.36"
3936,93,1,5,930105,0.02,-109.96,".",".",".",".","23.45"
3937,93,1,6,930106,0.03,-109.96,".",".",".",".","23.61"
3938,93,1,7,930107,0.03,-109.96,".",".",".",".","23.76"
3939,93,1,8,930108,0.03,-109.96,".",".",".",".","23.87"
3940,93,1,9,930109,0.03,-109.96,".",".",".",".","23.91"
3941,93,1,10,930110,0.03,-109.96,".",".",".",".","23.78"
3942,93,1,11,930111,0.03,-109.97,".",".",".",".","23.83"
3943,93,1,12,930112,0.03,-109.96,".",".",".",".","24.05"
3944,93,1,13,930113,0.03,-109.96,".",".",".",".","24.29"
3945,93,1,14,930114,0.03,-109.96,".",".",".",".","24.53"
3946,93,1,15,930115,0.03,-109.96,".",".",".",".","24.54"
3947,93,1,16,930116,0.02,-109.97,".",".",".",".","24.64"
3948,93,1,17,930117,0.02,-109.98,".",".",".",".","24.98"
3949,93,1,18,930118,0.02,-109.98,".",".",".",".","24.89"
3950,93,1,19,930119,0.01,-109.98,".",".",".",".","24.93"
3951,93,1,20,930120,0.01,-109.98,".",".",".",".","24.92"
3952,93,1,21,930121,0.02,-109.98,".",".",".",".","25.09"
3953,93,1,22,930122,0.02,-109.98,".",".",".",".","25.5"
3954,93,1,23,930123,0.03,-109.98,".",".",".",".","25.41"
3955,93,1,24,930124,0.03,-109.98,".",".",".",".","25.06"
3956,93,1,25,930125,0.03,-109.97,".",".",".",".","24.8"
3957,93,1,26,930126,0.03,-109.97,".",".",".",".","24.75"
3958,93,1,27,930127,0.03,-109.97,".",".",".",".","24.63"
3959,93,1,28,930128,0.03,-109.96,".",".",".",".","24.67"
3960,93,1,29,930129,0.03,-109.96,".",".",".",".","24.75"
3961,93,1,30,930130,0.03,-109.96,".",".",".",".","24.7"
3962,93,1,31,930131,0.03,-109.96,".",".",".",".","24.67"
3963,93,2,1,930201,0.03,-109.96,".",".",".",".","24.87"
3964,93,2,2,930202,0.03,-109.96,".",".",".",".","24.96"
3965,93,2,3,930203,0.03,-109.96,".",".",".",".","25.02"
3966,93,2,4,930204,0.03,-109.96,".",".",".",".","24.98"
3967,93,2,5,930205,0.03,-109.96,".",".",".",".","25.04"
3968,93,2,6,930206,0.03,-109.96,".",".",".",".","25.3"
3969,93,2,7,930207,0.03,-109.96,".",".",".",".","25.48"
3970,93,2,8,930208,0.03,-109.96,".",".",".",".","25.69"
3971,93,2,9,930209,0.02,-109.97,".",".",".",".","25.65"
3972,93,2,10,930210,0.02,-109.97,".",".",".",".","25.36"
3973,93,2,11,930211,0.01,-109.97,".",".",".",".","25.47"
3974,93,2,12,930212,0.01,-109.97,".",".",".",".","25.46"
3975,93,2,13,930213,0.01,-109.97,".",".",".",".","25.52"
3976,93,2,14,930214,0.01,-109.97,".",".",".",".","25.62"
3977,93,2,15,930215,0.02,-109.98,".",".",".",".","25.75"
3978,93,2,16,930216,0.02,-109.98,".",".",".",".","26.03"
3979,93,2,17,930217,0.03,-109.97,".",".",".",".","26.32"
3980,93,2,18,930218,0.03,-109.97,".",".",".",".","25.62"
3981,93,2,19,930219,0.02,-109.96,".",".",".",".","25.46"
3982,93,2,20,930220,0.02,-109.96,".",".",".",".","25.54"
3983,93,2,21,930221,0.03,-109.96,".",".",".",".","25.44"
3984,93,2,22,930222,0.03,-109.96,".",".",".",".","25.32"
3985,93,2,23,930223,0.03,-109.96,".",".",".",".","25.25"
3986,93,2,24,930224,0.03,-109.96,".",".",".",".","25.02"
3987,93,2,25,930225,0.03,-109.96,".",".",".",".","25.17"
3988,93,2,26,930226,0.03,-109.96,".",".",".",".","25.25"
3989,93,2,27,930227,0.03,-109.95,".",".",".",".","25.55"
3990,93,2,28,930228,0.03,-109.96,".",".",".",".","25.87"
3991,93,3,1,930301,0.03,-109.96,".",".",".",".","26.31"
3992,93,3,2,930302,0.03,-109.96,".",".",".",".","26.53"
3993,93,3,3,930303,0.03,-109.96,".",".",".",".","26.48"
3994,93,3,4,930304,0.03,-109.96,".",".",".",".","26.18"
3995,93,3,5,930305,0.03,-109.96,".",".",".",".","26.4"
3996,93,3,6,930306,0.03,-109.96,".",".",".",".","26.97"
3997,93,3,7,930307,0.02,-109.96,".",".",".",".","27.12"
3998,93,3,8,930308,0.02,-109.96,".",".",".",".","27.09"
3999,93,3,9,930309,0.02,-109.97,".",".",".",".","26.69"
4000,93,3,10,930310,0.03,-109.96,".",".",".",".","26.45"
4001,93,3,11,930311,0.02,-109.96,".",".",".",".","26.23"
4002,93,3,12,930312,0.02,-109.96,".",".",".",".","26.25"
4003,93,3,13,930313,0.02,-109.96,".",".",".",".","26.26"
4004,93,3,14,930314,0.02,-109.96,".",".",".",".","26.47"
4005,93,3,15,930315,0.02,-109.96,".",".",".",".","26.46"
4006,93,3,16,930316,0.02,-109.96,".",".",".",".","26.14"
4007,93,3,17,930317,0.02,-109.96,".",".",".",".","26.3"
4008,93,3,18,930318,0.02,-109.96,".",".",".",".","26.73"
4009,93,3,19,930319,0.02,-109.96,".",".",".",".","27.06"
4010,93,3,20,930320,0.02,-109.96,".",".",".",".","26.87"
4011,93,3,21,930321,0.02,-109.96,".",".",".",".","26.9"
4012,93,3,22,930322,0.02,-109.96,".",".",".",".","27.1"
4013,93,3,23,930323,0.02,-109.96,".",".",".",".","27.65"
4014,93,3,24,930324,0.02,-109.96,".",".",".",".","27.95"
4015,93,3,25,930325,0.03,-109.96,".",".",".",".","27.56"
4016,93,3,26,930326,0.03,-109.96,".",".",".",".","27.95"
4017,93,3,27,930327,0.03,-109.96,".",".",".",".","27.57"
4018,93,3,28,930328,0.02,-109.96,".",".",".",".","27.89"
4019,93,3,29,930329,0.02,-109.96,".",".",".",".","28.22"
4020,93,3,30,930330,0.03,-109.96,".",".",".",".","28.26"
4021,93,3,31,930331,0.02,-109.96,".",".",".",".","28.15"
4022,93,4,1,930401,0.03,-109.96,".",".",".",".","28.55"
4023,93,4,2,930402,0.02,-109.96,".",".",".",".","28.8"
4024,93,4,3,930403,0.02,-109.96,".",".",".",".","28.5"
4025,93,4,4,930404,0.02,-109.96,".",".",".",".","28.62"
4026,93,4,5,930405,0.02,-109.96,".",".",".",".","28.26"
4027,93,4,6,930406,0.02,-109.96,".",".",".",".","28.26"
4028,93,4,7,930407,0.03,-109.96,".",".",".",".","28.25"
4029,93,4,8,930408,0.03,-109.96,".",".",".",".","28.06"
4030,93,4,9,930409,0.03,-109.96,".",".",".",".","27.86"
4031,93,4,10,930410,0.02,-109.96,".",".",".",".","27.37"
4032,93,4,11,930411,0.02,-109.96,".",".",".",".","27.24"
4033,93,4,12,930412,0.02,-109.96,".",".",".",".","27.4"
4034,93,4,13,930413,0.02,-109.96,".",".",".",".","27.49"
