"obs","year","month","day","date","latitude","longitude","zon.winds","mer.winds","humidity","air temp.","s.s.temp."
4297,94,1,1,940101,-0.01,-109.99,"-4.3","2.6","89.9","23.21","23.37"
4298,94,1,2,940102,-0.01,-109.99,"-4.1","1","90","23.16","23.45"
4299,94,1,3,940103,-0.01,-109.99,"-3","1.6","87.7","23.14","23.71"
4300,94,1,4,940104,0,-110,"-3","2.9","85.8","23.39","24.29"
4301,94,1,5,940105,-0.01,-109.99,"-3.4","2","87.8","23.53","24.08"
4302,94,1,6,940106,-0.01,-109.98,"-3.2","3.1","87.2","23.71","24.25"
4303,94,1,7,940107,0,-109.99,"-4.2","3.5","87.1","23.82","24.19"
4304,94,1,8,940108,-0.01,-110,"-4.2","1.3","86.2","23.85","24.19"
4305,94,1,9,940109,0,-109.99,"-3.2","2.6","85.9","23.8","24.14"
4306,94,1,10,940110,0,-109.98,"-3.5","2.8","87.2","23.65","23.9"
4307,94,1,11,940111,0,-109.99,"-4.3","2.2","88.4","23.58","23.88"
4308,94,1,12,940112,0,-109.99,"-3.9","0.7","88.6","23.47","23.96"
4309,94,1,13,940113,0,-109.99,"-3.5","3.1","89.1","23.77","24.01"
4310,94,1,14,940114,-0.01,-109.98,"-4.3","2.1","89.4","23.59","23.89"
4311,94,1,15,940115,-0.01,-109.99,"-4.1","0.6","87.8","23.65","24"
4312,94,1,16,940116,-0.01,-109.99,"-3.8","3","85.1","23.57","24"
4313,94,1,17,940117,-0.03,-109.95,"-2.9","2.9","86.6","23.52","23.97"
4314,94,1,18,940118,-0.01,-109.99,"-3","2","87.3","23.77","24.03"
4315,94,1,19,940119,-0.01,-109.98,"-3.7","1","87.5","23.47","23.93"
4316,94,1,20,940120,-0.01,-109.99,"-4.2","1.3","86.4","23.45","23.93"
4317,94,1,21,940121,-0.01,-109.98,"-3.1","2.1","89.1","23.57","23.94"
4318,94,1,22,940122,-0.01,-109.99,"-4.4","2.1","89.3","23.75","23.98"
4319,94,1,23,940123,-0.01,-109.99,"-3.5","1.2","90.4","23.67","24.16"
4320,94,1,24,940124,-0.01,-109.99,"-5.5","2.1","91.1","23.58","23.75"
4321,94,1,25,940125,-0.01,-109.99,"-4.2","1.8","91.8","23.5","23.42"
4322,94,1,26,940126,-0.01,-109.99,"-3.6","1.4","91.9","23.53","23.48"
4323,94,1,27,940127,0,-109.99,"-2.5","0.9","92.2","23.54","23.69"
4324,94,1,28,940128,0,-109.98,"-2.7","1.1","89.9","23.43","23.67"
4325,94,1,29,940129,-0.01,-109.99,"-2.1","0.4","88.6","23.89","24.32"
4326,94,1,30,940130,0,-109.99,"-2.3","1.5","91.6","23.79","24.09"
4327,94,1,31,940131,0,-109.98,"-3","1.9",".",".","24.15"
