"obs","year","month","day","date","latitude","longitude","zon.winds","mer.winds","humidity","air temp.","s.s.temp."
5308,97,1,1,970101,0.07,-110.01,"-3.1","1.4","89.6","22.66","22.73"
5309,97,1,2,970102,0.07,-110.01,"-2.8","3","86.8","22.46","22.67"
5310,97,1,3,970103,0.07,-110.01,"-5.2","3.3","85.2","22.14","22.27"
5311,97,1,4,970104,0.07,-110.01,"-5.7","1.6","86.8","22.18","22.41"
5312,97,1,5,970105,0.07,-110.01,"-5.1","1.5","83.6","22.34","22.46"
5313,97,1,6,970106,0.08,-110.01,"-3.5","3.7","85.2","22.18","22.43"
5314,97,1,7,970107,0.08,-110.01,"-2.8","3.2","85.2","22.1","22.35"
5315,97,1,8,970108,0.08,-110.02,"-2.8","2.3","86","21.94","22.41"
5316,97,1,9,970109,0.08,-110.02,"-4.6","2","82.8","22.46","22.69"
5317,97,1,10,970110,0.08,-110.02,"-5.3","2.9","81.2","22.5","22.88"
5318,97,1,11,970111,0.08,-110.02,"-4.4","3.6","82","22.34","22.82"
5319,97,1,12,970112,0.08,-110.02,"-3.4","3","83.2","22.34","22.84"
5320,97,1,13,970113,0.09,-110.02,"-2","4.2","85.2","22.62","22.84"
5321,97,1,14,970114,0.09,-110.02,"-3.5","4.3","86","22.66","22.61"
5322,97,1,15,970115,0.09,-110.02,"-2.8","4.4","88","22.78","22.95"
5323,97,1,16,970116,0.08,-110.02,"-1.9","6.5","86.4","23.03","23.45"
5324,97,1,17,970117,0.08,-110.02,"-3.1","5.4","85.2","23.07","23.35"
5325,97,1,18,970118,0.08,-110.02,"-3.3","4.2","85.2","23.07","23.35"
5326,97,1,19,970119,0.08,-110.03,"-2.7","4","82.4","23.15","23.45"
5327,97,1,20,970120,0.08,-110.02,"-1.7","4","84","23.23","23.77"
5328,97,1,21,970121,0.07,-110.02,"-2.2","4.7","84.8","23.75","23.88"
5329,97,1,22,970122,0.07,-110.02,"-2.6","5.8","85.6","23.23","23.52"
