"obs","year","month","day","date","latitude","longitude","zon.winds","mer.winds","humidity","air temp.","s.s.temp."
3566,92,1,1,920101,0.01,-109.98,"-5.2","2.4",".","25.21","25.45"
3567,92,1,2,920102,0.01,-109.97,"-3.4","4.7",".","25.27","25.48"
3568,92,1,3,920103,0,-109.97,"-2.8","4.8",".","25.24","25.51"
3569,92,1,4,920104,0.01,-109.97,"-3.5","4",".","25.22","25.54"
3570,92,1,5,920105,0.01,-109.97,"-3.5","3.7",".","25.18","25.61"
3571,92,1,6,920106,0,-109.97,"-4.5","4.5",".","25.44","25.64"
3572,92,1,7,920107,0,-109.97,"-2.8","5.5",".","25.51","25.67"
3573,92,1,8,920108,0.01,-109.97,"-3.2","5",".","25.57","25.73"
3574,92,1,9,920109,0.01,-109.97,"-3.3","4.8",".","25.66","25.96"
3575,92,1,10,920110,0,-109.97,"-3.7","4.3",".","25.69","26.03"
3576,92,1,11,920111,0,-109.97,"-4.7","2.2",".","25.63","26.11"
3577,92,1,12,920112,0,-109.97,"-4","3.1",".","25.79","26.18"
3578,92,1,13,920113,0,-109.97,"-2.8","4.5",".","25.82","26.2"
3579,92,1,14,920114,0,-109.97,"-2","5.1",".","25.73","26.17"
3580,92,1,15,920115,0,-109.97,"-1.5","4.4",".","25.74","26.21"
3581,92,1,16,920116,0,-109.97,"-2.1","4.5",".","25.85","26.16"
3582,92,1,17,920117,0,-109.97,"-3.8","4.5",".","25.79","26.18"
3583,92,1,18,920118,0,-109.98,"-5","4.1",".","26.04","26.23"
3584,92,1,19,920119,-0.01,-109.99,"-5.1","2.4",".","25.67","26.24"
3585,92,1,20,920120,0,-109.99,"-4.8","3.8",".","25.94","26.26"
3586,92,1,21,920121,0,-109.99,"-4.8","4.2",".","25.98","26.27"
3587,92,1,22,920122,0.01,-109.99,"-5.1","3.9",".","25.99","26.23"
3588,92,1,23,920123,0.01,-109.99,"-4.5","3.9",".","26.08","26.34"
3589,92,1,24,920124,0,-109.99,"-4","3.8",".","25.86","26.42"
3590,92,1,25,920125,0,-109.99,"-5.1","3.4",".","25.85","26.28"
3591,92,1,26,920126,0.01,-109.99,"-4.6","2.1",".","25.59","26.18"
3592,92,1,27,920127,0,-109.99,"-2.2","1.9",".","25.15","26.2"
3593,92,1,28,920128,0,-109.99,"1","1.3",".","25.13","26.48"
3594,92,1,29,920129,0,-109.99,"-0.9","2.6",".","24.82","26.62"
3595,92,1,30,920130,0,-109.99,"-2.8","2.4",".","25.54","26.55"
3596,92,1,31,920131,-0.01,-109.99,"-4.4","3",".","26.22","26.73"
3597,92,2,1,920201,0,-109.99,"-5.4","2.9",".","26.14","26.79"
