"obs","year","month","day","date","latitude","longitude","zon.winds","mer.winds","humidity","air temp.","s.s.temp."
5007,96,1,1,960101,0,-109.97,"-3.7","1.8",".",".","22.11"
5008,96,1,2,960102,0,-109.97,"-3.3","0.5",".",".","21.85"
5009,96,1,3,960103,0,-109.97,"-3.2","0.1",".",".","21.63"
5010,96,1,4,960104,0.01,-109.98,"-4.1","2.5",".",".","21.33"
5011,96,1,5,960105,0,-109.97,"-1.6","2.3",".",".","21"
5012,96,1,6,960106,0,-109.97,"0.2","1.2",".",".","21.63"
5013,96,1,7,960107,0,-109.97,"-0.2","1.8",".",".","22.07"
5014,96,1,8,960108,0,-109.97,"-1.4","1.4",".",".","21.92"
5015,96,1,9,960109,0,-109.97,"-2.4","1.4",".",".","21.7"
5016,96,1,10,960110,0,-109.97,"-1.6","1.3",".",".","21.58"
5017,96,1,11,960111,0.01,-109.97,"-2.1","1.9",".",".","21.82"
5018,96,1,12,960112,0.01,-109.96,"-1.1","2.2",".",".","22.41"
5019,96,1,13,960113,0.01,-109.97,"-2.1","1.8",".",".","22.63"
5020,96,1,14,960114,0.01,-109.97,"-2.1","1.9",".",".","22.9"
5021,96,1,15,960115,0.01,-109.97,"-3","2.1",".",".","22.8"
5022,96,1,16,960116,0.01,-109.97,"-2.7","1.8",".",".","22.77"
5023,96,1,17,960117,0.02,-109.98,"-3.1","2.7",".",".","23.69"
5024,96,1,18,960118,0.02,-109.98,"-2.8","2.1",".",".","23.87"
5025,96,1,19,960119,0.01,-109.97,"-3.5","3.7",".",".","23.73"
5026,96,1,20,960120,0.01,-109.97,"-3.2","3.7",".",".","23.55"
5027,96,1,21,960121,0.01,-109.98,"-4.2","3.6",".",".","23.64"
5028,96,1,22,960122,0,-109.98,"-5.8","4.1",".",".","23.86"
5029,96,1,23,960123,0.01,-109.98,"-4.2","3.2",".",".","23.95"
5030,96,1,24,960124,0.01,-109.98,"-4.3","3.8",".",".","24.17"
5031,96,1,25,960125,0,-109.98,"-5.6","3.3",".",".","24.38"
5032,96,1,26,960126,0,-109.98,"-5.6","2.1",".",".","24.26"
5033,96,1,27,960127,0,-109.98,"-4.6","2.3",".",".","23.79"
5034,96,1,28,960128,0,-109.97,"-2.8","2.4",".",".","23.56"
5035,96,1,29,960129,0,-109.97,"-3","2.1",".",".","23.39"
5036,96,1,30,960130,0.01,-109.97,"-3.6","2.2",".",".","23.26"
5037,96,1,31,960131,0.01,-109.96,"-2.6","0.9",".",".","23.39"
5038,96,2,1,960201,0.01,-109.97,"-3.2","2.5",".",".","23.52"
5039,96,2,2,960202,0.01,-109.97,"-2.8","2.2",".",".","23.25"
5040,96,2,3,960203,0.01,-109.97,"-2.7","1.9",".",".","23.36"
5041,96,2,4,960204,0.01,-109.97,"-2.5","1.6",".",".","23.47"
5042,96,2,5,960205,0.01,-109.98,"-3.4","1.2",".",".","23.57"
5043,96,2,6,960206,0.01,-109.98,"-1.8","2.7",".",".","24.04"
5044,96,2,7,960207,0.01,-109.97,"-1.5","4.4",".",".","24.13"
5045,96,2,8,960208,0.01,-109.97,"-0.3","3.6",".",".","24.39"
5046,96,2,9,960209,0.01,-109.97,"-2.6","2.2",".",".","24.69"
5047,96,2,10,960210,0.01,-109.97,"-2.9","1.7",".",".","24.79"
5048,96,2,11,960211,0.01,-109.97,"-2.5","2",".",".","24.82"
5049,96,2,12,960212,0,-109.97,"-0.4","1.3",".",".","25.93"
5050,96,2,13,960213,0,-109.97,"-3.6","-0.1",".",".","25.54"
5051,96,2,14,960214,0,-109.98,"-2.6","2.4",".",".","24.75"
5052,96,2,15,960215,0,-109.97,"-2.4","1.2",".",".","24.87"
5053,96,2,16,960216,0,-109.97,"-3.5","1.8",".",".","24.99"
5054,96,2,17,960217,0.01,-109.97,"-3.3","2.7",".",".","25.16"
5055,96,2,18,960218,0.01,-109.97,"-2.8","2.1",".",".","25.34"
5056,96,2,19,960219,0.01,-109.97,"-2.5","2.8",".",".","25.4"
5057,96,2,20,960220,0.01,-109.97,"-3.7","1.4",".",".","25.34"
5058,96,2,21,960221,0.01,-109.97,"-3.8","2",".",".","25.23"
5059,96,2,22,960222,0,-109.97,"-2.9","1.7",".",".","25.33"
5060,96,2,23,960223,0,-109.97,"-3.2","-0.5",".",".","25.31"
5061,96,2,24,960224,0,-109.98,"-3.6","-0.4",".",".","25.43"
5062,96,2,25,960225,0.01,-109.98,"-4.2","-0.2",".",".","25.24"
5063,96,2,26,960226,0.01,-109.97,"-3.9","1.5",".",".","24.95"
5064,96,2,27,960227,0,-109.97,"-2.3","2",".",".","24.61"
5065,96,2,28,960228,0,-109.97,"-2.5","1.4",".",".","25.36"
5066,96,2,29,960229,0,-109.97,"-2.7","-0.4",".",".","26.02"
5067,96,3,1,960301,0.01,-109.98,"-3.6","-1.4",".",".","26.02"
5068,96,3,2,960302,0.01,-109.98,"-3.3","1.5",".",".","25.75"
5069,96,3,3,960303,0.01,-109.97,"-2.8","2.1",".",".","25.5"
5070,96,3,4,960304,0.01,-109.98,"-3.2","0.1",".",".","25.59"
5071,96,3,5,960305,0.01,-109.97,"-3.4","-0.5",".",".","25.45"
5072,96,3,6,960306,0.01,-109.97,"-2.2","-0.1",".",".","26.19"
5073,96,3,7,960307,0.01,-109.97,"-0.8","0.1",".",".","26.56"
5074,96,3,8,960308,0.01,-109.96,"-0.8","-0.9",".",".","27.14"
5075,96,3,9,960309,0.01,-109.97,"-0.6","0.5",".",".","27.95"
5076,96,3,10,960310,0.01,-109.97,"-1.9","-0.5",".",".","26.85"
5077,96,3,11,960311,0.01,-109.97,"-1.3","0.8",".",".","26.22"
5078,96,3,12,960312,0.01,-109.97,"0.9","0.5",".",".","26.39"
5079,96,3,13,960313,0.01,-109.97,"3.2","-2.1",".",".","26.97"
5080,96,3,14,960314,0,-109.97,"2.3","-1.6",".",".","26.8"
5081,96,3,15,960315,0,-109.97,"-1.7","-1.5",".",".","26.83"
5082,96,3,16,960316,0,-109.97,"-2","-0.3",".",".","26.31"
5083,96,5,21,960521,0,-109.92,"-3.6","1.9","86.9","23.27","24.18"
5084,96,5,22,960522,0,-109.92,"-2.8","2.7","91","23.4","23.79"
5085,96,5,23,960523,0,-109.92,"-1.6","1.6","90.8","23.64","24.05"
5086,96,5,24,960524,0,-109.92,"-3.3","-0.3","85.8","23.54","24.04"
5087,96,5,25,960525,0,-109.92,"-3.8","1.2","86.4","23.25","23.6"
5088,96,5,26,960526,0,-109.92,"-4.4","0.6","87.8","23.07","23.41"
5089,96,5,27,960527,0,-109.92,"-3.7","0.6","88.5","23.1","23.51"
5090,96,5,28,960528,0,-109.92,"-3.8","-0.2","86.7","23.13","23.54"
5091,96,5,29,960529,0,-109.92,"-4.1","1.7","86.3","23.38","23.69"
